competencia,fator,arquivo_origem
1999-05-01,5.118383,03_2022_art_33_normal_gab-1.xlsx
1999-06-01,5.118383,03_2022_art_33_normal_gab-1.xlsx
1999-07-01,5.066701,03_2022_art_33_normal_gab-1.xlsx
1999-08-01,4.987405,03_2022_art_33_normal_gab-1.xlsx
1999-09-01,4.916119,03_2022_art_33_normal_gab-1.xlsx
1999-10-01,4.844895,03_2022_art_33_normal_gab-1.xlsx
1999-11-01,4.75503,03_2022_art_33_normal_gab-1.xlsx
1999-12-01,4.637695,03_2022_art_33_normal_gab-1.xlsx
2000-01-01,4.581345,03_2022_art_33_normal_gab-1.xlsx
2000-02-01,4.535086,03_2022_art_33_normal_gab-1.xlsx
2000-03-01,4.526487,03_2022_art_33_normal_gab-1.xlsx
2000-04-01,4.518355,03_2022_art_33_normal_gab-1.xlsx
2000-05-01,4.512487,03_2022_art_33_normal_gab-1.xlsx
2000-06-01,4.482453,03_2022_art_33_normal_gab-1.xlsx
2000-07-01,4.441152,03_2022_art_33_normal_gab-1.xlsx
2000-08-01,4.343005,03_2022_art_33_normal_gab-1.xlsx
2000-09-01,4.26537,03_2022_art_33_normal_gab-1.xlsx
2000-10-01,4.236143,03_2022_art_33_normal_gab-1.xlsx
2000-11-01,4.220526,03_2022_art_33_normal_gab-1.xlsx
2000-12-01,4.204126,03_2022_art_33_normal_gab-1.xlsx
2001-01-01,4.172417,03_2022_art_33_normal_gab-1.xlsx
2001-02-01,4.152079,03_2022_art_33_normal_gab-1.xlsx
2001-03-01,4.138003,03_2022_art_33_normal_gab-1.xlsx
2001-04-01,4.105161,03_2022_art_33_normal_gab-1.xlsx
2001-05-01,4.059293,03_2022_art_33_normal_gab-1.xlsx
2001-06-01,4.041512,03_2022_art_33_normal_gab-1.xlsx
2001-07-01,3.983356,03_2022_art_33_normal_gab-1.xlsx
2001-08-01,3.919853,03_2022_art_33_normal_gab-1.xlsx
2001-09-01,3.884886,03_2022_art_33_normal_gab-1.xlsx
2001-10-01,3.870183,03_2022_art_33_normal_gab-1.xlsx
2001-11-01,3.814866,03_2022_art_33_normal_gab-1.xlsx
2001-12-01,3.786088,03_2022_art_33_normal_gab-1.xlsx
2002-01-01,3.779292,03_2022_art_33_normal_gab-1.xlsx
2002-02-01,3.772127,03_2022_art_33_normal_gab-1.xlsx
2002-03-01,3.765345,03_2022_art_33_normal_gab-1.xlsx
2002-04-01,3.761208,03_2022_art_33_normal_gab-1.xlsx
2002-05-01,3.735063,03_2022_art_33_normal_gab-1.xlsx
2002-06-01,3.694059,03_2022_art_33_normal_gab-1.xlsx
2002-07-01,3.630875,03_2022_art_33_normal_gab-1.xlsx
2002-08-01,3.557945,03_2022_art_33_normal_gab-1.xlsx
2002-09-01,3.475913,03_2022_art_33_normal_gab-1.xlsx
2002-10-01,3.386509,03_2022_art_33_normal_gab-1.xlsx
2002-11-01,3.249695,03_2022_art_33_normal_gab-1.xlsx
2002-12-01,3.07038,03_2022_art_33_normal_gab-1.xlsx
2003-01-01,2.989662,03_2022_art_33_normal_gab-1.xlsx
2003-02-01,2.926162,03_2022_art_33_normal_gab-1.xlsx
2003-03-01,2.880369,03_2022_art_33_normal_gab-1.xlsx
2003-04-01,2.833336,03_2022_art_33_normal_gab-1.xlsx
2003-05-01,2.821764,03_2022_art_33_normal_gab-1.xlsx
2003-06-01,2.840798,03_2022_art_33_normal_gab-1.xlsx
2003-07-01,2.860824,03_2022_art_33_normal_gab-1.xlsx
2003-08-01,2.86656,03_2022_art_33_normal_gab-1.xlsx
2003-09-01,2.848893,03_2022_art_33_normal_gab-1.xlsx
2003-10-01,2.819292,03_2022_art_33_normal_gab-1.xlsx
2003-11-01,2.80694,03_2022_art_33_normal_gab-1.xlsx
2003-12-01,2.793532,03_2022_art_33_normal_gab-1.xlsx
2004-01-01,2.776871,03_2022_art_33_normal_gab-1.xlsx
2004-02-01,2.754831,03_2022_art_33_normal_gab-1.xlsx
2004-03-01,2.74413,03_2022_art_33_normal_gab-1.xlsx
2004-04-01,2.72858,03_2022_art_33_normal_gab-1.xlsx
2004-05-01,2.717438,03_2022_art_33_normal_gab-1.xlsx
2004-06-01,2.706608,03_2022_art_33_normal_gab-1.xlsx
2004-07-01,2.693151,03_2022_art_33_normal_gab-1.xlsx
2004-08-01,2.673628,03_2022_art_33_normal_gab-1.xlsx
2004-09-01,2.660325,03_2022_art_33_normal_gab-1.xlsx
2004-10-01,2.655812,03_2022_art_33_normal_gab-1.xlsx
2004-11-01,2.651307,03_2022_art_33_normal_gab-1.xlsx
2004-12-01,2.639687,03_2022_art_33_normal_gab-1.xlsx
2005-01-01,2.617179,03_2022_art_33_normal_gab-1.xlsx
2005-02-01,2.602347,03_2022_art_33_normal_gab-1.xlsx
2005-03-01,2.590947,03_2022_art_33_normal_gab-1.xlsx
2005-04-01,2.572168,03_2022_art_33_normal_gab-1.xlsx
2005-05-01,2.548973,03_2022_art_33_normal_gab-1.xlsx
2005-06-01,2.531255,03_2022_art_33_normal_gab-1.xlsx
2005-07-01,2.534042,03_2022_art_33_normal_gab-1.xlsx
2005-08-01,2.533281,03_2022_art_33_normal_gab-1.xlsx
2005-09-01,2.533281,03_2022_art_33_normal_gab-1.xlsx
2005-10-01,2.529487,03_2022_art_33_normal_gab-1.xlsx
2005-11-01,2.514906,03_2022_art_33_normal_gab-1.xlsx
2005-12-01,2.501393,03_2022_art_33_normal_gab-1.xlsx
2006-01-01,2.491431,03_2022_art_33_normal_gab-1.xlsx
2006-02-01,2.481999,03_2022_art_33_normal_gab-1.xlsx
2006-03-01,2.476306,03_2022_art_33_normal_gab-1.xlsx
2006-04-01,2.469634,03_2022_art_33_normal_gab-1.xlsx
2006-05-01,2.466676,03_2022_art_33_normal_gab-1.xlsx
2006-06-01,2.463475,03_2022_art_33_normal_gab-1.xlsx
2006-07-01,2.465195,03_2022_art_33_normal_gab-1.xlsx
2006-08-01,2.462489,03_2022_art_33_normal_gab-1.xlsx
2006-09-01,2.462978,03_2022_art_33_normal_gab-1.xlsx
2006-10-01,2.459046,03_2022_art_33_normal_gab-1.xlsx
2006-11-01,2.448519,03_2022_art_33_normal_gab-1.xlsx
2006-12-01,2.438274,03_2022_art_33_normal_gab-1.xlsx
2007-01-01,2.423249,03_2022_art_33_normal_gab-1.xlsx
2007-02-01,2.41144,03_2022_art_33_normal_gab-1.xlsx
2007-03-01,2.401352,03_2022_art_33_normal_gab-1.xlsx
2007-04-01,2.390828,03_2022_art_33_normal_gab-1.xlsx
2007-05-01,2.384633,03_2022_art_33_normal_gab-1.xlsx
2007-06-01,2.378446,03_2022_art_33_normal_gab-1.xlsx
2007-07-01,2.3711,03_2022_art_33_normal_gab-1.xlsx
2007-08-01,2.363533,03_2022_art_33_normal_gab-1.xlsx
2007-09-01,2.349668,03_2022_art_33_normal_gab-1.xlsx
2007-10-01,2.343813,03_2022_art_33_normal_gab-1.xlsx
2007-11-01,2.336805,03_2022_art_33_normal_gab-1.xlsx
2007-12-01,2.326793,03_2022_art_33_normal_gab-1.xlsx
2008-01-01,2.304441,03_2022_art_33_normal_gab-1.xlsx
2008-02-01,2.28865,03_2022_art_33_normal_gab-1.xlsx
2008-03-01,2.277038,03_2022_art_33_normal_gab-1.xlsx
2008-04-01,2.265481,03_2022_art_33_normal_gab-1.xlsx
2008-05-01,2.251076,03_2022_art_33_normal_gab-1.xlsx
2008-06-01,2.229675,03_2022_art_33_normal_gab-1.xlsx
2008-07-01,2.20957,03_2022_art_33_normal_gab-1.xlsx
2008-08-01,2.196824,03_2022_art_33_normal_gab-1.xlsx
2008-09-01,2.192218,03_2022_art_33_normal_gab-1.xlsx
2008-10-01,2.188934,03_2022_art_33_normal_gab-1.xlsx
2008-11-01,2.178046,03_2022_art_33_normal_gab-1.xlsx
2008-12-01,2.1698,03_2022_art_33_normal_gab-1.xlsx
2009-01-01,2.163531,03_2022_art_33_normal_gab-1.xlsx
2009-02-01,2.149771,03_2022_art_33_normal_gab-1.xlsx
2009-03-01,2.143126,03_2022_art_33_normal_gab-1.xlsx
2009-04-01,2.138847,03_2022_art_33_normal_gab-1.xlsx
2009-05-01,2.127154,03_2022_art_33_normal_gab-1.xlsx
2009-06-01,2.114463,03_2022_art_33_normal_gab-1.xlsx
2009-07-01,2.105616,03_2022_art_33_normal_gab-1.xlsx
2009-08-01,2.100785,03_2022_art_33_normal_gab-1.xlsx
2009-09-01,2.099106,03_2022_art_33_normal_gab-1.xlsx
2009-10-01,2.095753,03_2022_art_33_normal_gab-1.xlsx
2009-11-01,2.090736,03_2022_art_33_normal_gab-1.xlsx
2009-12-01,2.083027,03_2022_art_33_normal_gab-1.xlsx
2010-01-01,2.078035,03_2022_art_33_normal_gab-1.xlsx
2010-02-01,2.059913,03_2022_art_33_normal_gab-1.xlsx
2010-03-01,2.04559,03_2022_art_33_normal_gab-1.xlsx
2010-04-01,2.031173,03_2022_art_33_normal_gab-1.xlsx
2010-05-01,2.016451,03_2022_art_33_normal_gab-1.xlsx
2010-06-01,2.007821,03_2022_art_33_normal_gab-1.xlsx
2010-07-01,2.01003,03_2022_art_33_normal_gab-1.xlsx
2010-08-01,2.01144,03_2022_art_33_normal_gab-1.xlsx
2010-09-01,2.012849,03_2022_art_33_normal_gab-1.xlsx
2010-10-01,2.002038,03_2022_art_33_normal_gab-1.xlsx
2010-11-01,1.983782,03_2022_art_33_normal_gab-1.xlsx
2010-12-01,1.963558,03_2022_art_33_normal_gab-1.xlsx
2011-01-01,1.951851,03_2022_art_33_normal_gab-1.xlsx
2011-02-01,1.933672,03_2022_art_33_normal_gab-1.xlsx
2011-03-01,1.923288,03_2022_art_33_normal_gab-1.xlsx
2011-04-01,1.910677,03_2022_art_33_normal_gab-1.xlsx
2011-05-01,1.897014,03_2022_art_33_normal_gab-1.xlsx
2011-06-01,1.886264,03_2022_art_33_normal_gab-1.xlsx
2011-07-01,1.882124,03_2022_art_33_normal_gab-1.xlsx
2011-08-01,1.882124,03_2022_art_33_normal_gab-1.xlsx
2011-09-01,1.874249,03_2022_art_33_normal_gab-1.xlsx
2011-10-01,1.865858,03_2022_art_33_normal_gab-1.xlsx
2011-11-01,1.859906,03_2022_art_33_normal_gab-1.xlsx
2011-12-01,1.849361,03_2022_art_33_normal_gab-1.xlsx
2012-01-01,1.839985,03_2022_art_33_normal_gab-1.xlsx
2012-02-01,1.830646,03_2022_art_33_normal_gab-1.xlsx
2012-03-01,1.823532,03_2022_art_33_normal_gab-1.xlsx
2012-04-01,1.820254,03_2022_art_33_normal_gab-1.xlsx
2012-05-01,1.808685,03_2022_art_33_normal_gab-1.xlsx
2012-06-01,1.79879,03_2022_art_33_normal_gab-1.xlsx
2012-07-01,1.794122,03_2022_art_33_normal_gab-1.xlsx
2012-08-01,1.786443,03_2022_art_33_normal_gab-1.xlsx
2012-09-01,1.778438,03_2022_art_33_normal_gab-1.xlsx
2012-10-01,1.767306,03_2022_art_33_normal_gab-1.xlsx
2012-11-01,1.754847,03_2022_art_33_normal_gab-1.xlsx
2012-12-01,1.74542,03_2022_art_33_normal_gab-1.xlsx
2013-01-01,1.732596,03_2022_art_33_normal_gab-1.xlsx
2013-02-01,1.716804,03_2022_art_33_normal_gab-1.xlsx
2013-03-01,1.707923,03_2022_art_33_normal_gab-1.xlsx
2013-04-01,1.697735,03_2022_art_33_normal_gab-1.xlsx
2013-05-01,1.687775,03_2022_art_33_normal_gab-1.xlsx
2013-06-01,1.681889,03_2022_art_33_normal_gab-1.xlsx
2013-07-01,1.677197,03_2022_art_33_normal_gab-1.xlsx
2013-08-01,1.679379,03_2022_art_33_normal_gab-1.xlsx
2013-09-01,1.676695,03_2022_art_33_normal_gab-1.xlsx
2013-10-01,1.672181,03_2022_art_33_normal_gab-1.xlsx
2013-11-01,1.662046,03_2022_art_33_normal_gab-1.xlsx
2013-12-01,1.653112,03_2022_art_33_normal_gab-1.xlsx
2014-01-01,1.641295,03_2022_art_33_normal_gab-1.xlsx
2014-02-01,1.631025,03_2022_art_33_normal_gab-1.xlsx
2014-03-01,1.620651,03_2022_art_33_normal_gab-1.xlsx
2014-04-01,1.607471,03_2022_art_33_normal_gab-1.xlsx
2014-05-01,1.595025,03_2022_art_33_normal_gab-1.xlsx
2014-06-01,1.585511,03_2022_art_33_normal_gab-1.xlsx
2014-07-01,1.5814,03_2022_art_33_normal_gab-1.xlsx
2014-08-01,1.579348,03_2022_art_33_normal_gab-1.xlsx
2014-09-01,1.576509,03_2022_art_33_normal_gab-1.xlsx
2014-10-01,1.568824,03_2022_art_33_normal_gab-1.xlsx
2014-11-01,1.562887,03_2022_art_33_normal_gab-1.xlsx
2014-12-01,1.554645,03_2022_art_33_normal_gab-1.xlsx
2015-01-01,1.545065,03_2022_art_33_normal_gab-1.xlsx
2015-02-01,1.522534,03_2022_art_33_normal_gab-1.xlsx
2015-03-01,1.505073,03_2022_art_33_normal_gab-1.xlsx
2015-04-01,1.482686,03_2022_art_33_normal_gab-1.xlsx
2015-05-01,1.472233,03_2022_art_33_normal_gab-1.xlsx
2015-06-01,1.457802,03_2022_art_33_normal_gab-1.xlsx
2015-07-01,1.446662,03_2022_art_33_normal_gab-1.xlsx
2015-08-01,1.438321,03_2022_art_33_normal_gab-1.xlsx
2015-09-01,1.434729,03_2022_art_33_normal_gab-1.xlsx
2015-10-01,1.427453,03_2022_art_33_normal_gab-1.xlsx
2015-11-01,1.416546,03_2022_art_33_normal_gab-1.xlsx
2015-12-01,1.400991,03_2022_art_33_normal_gab-1.xlsx
2016-01-01,1.388499,03_2022_art_33_normal_gab-1.xlsx
2016-02-01,1.367843,03_2022_art_33_normal_gab-1.xlsx
2016-03-01,1.354969,03_2022_art_33_normal_gab-1.xlsx
2016-04-01,1.349035,03_2022_art_33_normal_gab-1.xlsx
2016-05-01,1.340456,03_2022_art_33_normal_gab-1.xlsx
2016-06-01,1.32745,03_2022_art_33_normal_gab-1.xlsx
2016-07-01,1.321236,03_2022_art_33_normal_gab-1.xlsx
2016-08-01,1.312832,03_2022_art_33_normal_gab-1.xlsx
2016-09-01,1.308778,03_2022_art_33_normal_gab-1.xlsx
2016-10-01,1.307734,03_2022_art_33_normal_gab-1.xlsx
2016-11-01,1.30551,03_2022_art_33_normal_gab-1.xlsx
2016-12-01,1.304601,03_2022_art_33_normal_gab-1.xlsx
2017-01-01,1.302778,03_2022_art_33_normal_gab-1.xlsx
2017-02-01,1.297325,03_2022_art_33_normal_gab-1.xlsx
2017-03-01,1.294221,03_2022_art_33_normal_gab-1.xlsx
2017-04-01,1.290095,03_2022_art_33_normal_gab-1.xlsx
2017-05-01,1.289063,03_2022_art_33_normal_gab-1.xlsx
2017-06-01,1.284436,03_2022_art_33_normal_gab-1.xlsx
2017-07-01,1.288301,03_2022_art_33_normal_gab-1.xlsx
2017-08-01,1.286118,03_2022_art_33_normal_gab-1.xlsx
2017-09-01,1.286501,03_2022_art_33_normal_gab-1.xlsx
2017-10-01,1.286762,03_2022_art_33_normal_gab-1.xlsx
2017-11-01,1.282014,03_2022_art_33_normal_gab-1.xlsx
2017-12-01,1.27971,03_2022_art_33_normal_gab-1.xlsx
2018-01-01,1.276396,03_2022_art_33_normal_gab-1.xlsx
2018-02-01,1.273467,03_2022_art_33_normal_gab-1.xlsx
2018-03-01,1.271175,03_2022_art_33_normal_gab-1.xlsx
2018-04-01,1.270288,03_2022_art_33_normal_gab-1.xlsx
2018-05-01,1.267625,03_2022_art_33_normal_gab-1.xlsx
2018-06-01,1.2622,03_2022_art_33_normal_gab-1.xlsx
2018-07-01,1.244404,03_2022_art_33_normal_gab-1.xlsx
2018-08-01,1.241299,03_2022_art_33_normal_gab-1.xlsx
2018-09-01,1.241299,03_2022_art_33_normal_gab-1.xlsx
2018-10-01,1.237584,03_2022_art_33_normal_gab-1.xlsx
2018-11-01,1.232657,03_2022_art_33_normal_gab-1.xlsx
2018-12-01,1.235745,03_2022_art_33_normal_gab-1.xlsx
2019-01-01,1.234021,03_2022_art_33_normal_gab-1.xlsx
2019-02-01,1.229591,03_2022_art_33_normal_gab-1.xlsx
2019-03-01,1.222989,03_2022_art_33_normal_gab-1.xlsx
2019-04-01,1.213642,03_2022_art_33_normal_gab-1.xlsx
2019-05-01,1.206405,03_2022_art_33_normal_gab-1.xlsx
2019-06-01,1.204599,03_2022_art_33_normal_gab-1.xlsx
2019-07-01,1.204477,03_2022_art_33_normal_gab-1.xlsx
2019-08-01,1.203272,03_2022_art_33_normal_gab-1.xlsx
2019-09-01,1.201828,03_2022_art_33_normal_gab-1.xlsx
2019-10-01,1.202431,03_2022_art_33_normal_gab-1.xlsx
2019-11-01,1.201952,03_2022_art_33_normal_gab-1.xlsx
2019-12-01,1.195495,03_2022_art_33_normal_gab-1.xlsx
2020-01-01,1.181087,03_2022_art_33_normal_gab-1.xlsx
2020-02-01,1.178847,03_2022_art_33_normal_gab-1.xlsx
2020-03-01,1.176847,03_2022_art_33_normal_gab-1.xlsx
2020-04-01,1.174731,03_2022_art_33_normal_gab-1.xlsx
2020-05-01,1.177438,03_2022_art_33_normal_gab-1.xlsx
2020-06-01,1.180391,03_2022_art_33_normal_gab-1.xlsx
2020-07-01,1.176861,03_2022_art_33_normal_gab-1.xlsx
2020-08-01,1.171703,03_2022_art_33_normal_gab-1.xlsx
2020-09-01,1.1675,03_2022_art_33_normal_gab-1.xlsx
2020-10-01,1.157433,03_2022_art_33_normal_gab-1.xlsx
2020-11-01,1.147221,03_2022_art_33_normal_gab-1.xlsx
2020-12-01,1.136425,03_2022_art_33_normal_gab-1.xlsx
2021-01-01,1.120073,03_2022_art_33_normal_gab-1.xlsx
2021-02-01,1.117057,03_2022_art_33_normal_gab-1.xlsx
2021-03-01,1.107971,03_2022_art_33_normal_gab-1.xlsx
2021-04-01,1.098524,03_2022_art_33_normal_gab-1.xlsx
2021-05-01,1.094366,03_2022_art_33_normal_gab-1.xlsx
2021-06-01,1.083958,03_2022_art_33_normal_gab-1.xlsx
2021-07-01,1.077494,03_2022_art_33_normal_gab-1.xlsx
2021-08-01,1.066615,03_2022_art_33_normal_gab-1.xlsx
2021-09-01,1.057309,03_2022_art_33_normal_gab-1.xlsx
2021-10-01,1.044773,03_2022_art_33_normal_gab-1.xlsx
2021-11-01,1.032793,03_2022_art_33_normal_gab-1.xlsx
2021-12-01,1.024189,03_2022_art_33_normal_gab-1.xlsx
2022-01-01,1.016767,03_2022_art_33_normal_gab-1.xlsx
2022-02-01,1.01,03_2022_art_33_normal_gab-1.xlsx
1994-07-01,8.954175,04_2021_art_33_normal-gab.xlsx
1994-08-01,8.440963,04_2021_art_33_normal-gab.xlsx
1994-09-01,8.003944,04_2021_art_33_normal-gab.xlsx
1994-10-01,7.884886,04_2021_art_33_normal-gab.xlsx
1994-11-01,7.740907,04_2021_art_33_normal-gab.xlsx
1994-12-01,7.495792,04_2021_art_33_normal-gab.xlsx
1995-01-01,7.335154,04_2021_art_33_normal-gab.xlsx
1995-02-01,7.214663,04_2021_art_33_normal-gab.xlsx
1995-03-01,7.143942,04_2021_art_33_normal-gab.xlsx
1995-04-01,7.04461,04_2021_art_33_normal-gab.xlsx
1995-05-01,6.911906,04_2021_art_33_normal-gab.xlsx
1995-06-01,6.738718,04_2021_art_33_normal-gab.xlsx
1995-07-01,6.618268,04_2021_art_33_normal-gab.xlsx
1995-08-01,6.459362,04_2021_art_33_normal-gab.xlsx
1995-09-01,6.394146,04_2021_art_33_normal-gab.xlsx
1995-10-01,6.3202,04_2021_art_33_normal-gab.xlsx
1995-11-01,6.232935,04_2021_art_33_normal-gab.xlsx
1995-12-01,6.140222,04_2021_art_33_normal-gab.xlsx
1996-01-01,6.040552,04_2021_art_33_normal-gab.xlsx
1996-02-01,5.953633,04_2021_art_33_normal-gab.xlsx
1996-03-01,5.911655,04_2021_art_33_normal-gab.xlsx
1996-04-01,5.894564,04_2021_art_33_normal-gab.xlsx
1996-05-01,5.853585,04_2021_art_33_normal-gab.xlsx
1996-06-01,5.756871,04_2021_art_33_normal-gab.xlsx
1996-07-01,5.687487,04_2021_art_33_normal-gab.xlsx
1996-08-01,5.626158,04_2021_art_33_normal-gab.xlsx
1996-09-01,5.625931,04_2021_art_33_normal-gab.xlsx
1996-10-01,5.618627,04_2021_art_33_normal-gab.xlsx
1996-11-01,5.606295,04_2021_art_33_normal-gab.xlsx
1996-12-01,5.590644,04_2021_art_33_normal-gab.xlsx
1997-01-01,5.541871,04_2021_art_33_normal-gab.xlsx
1997-02-01,5.455674,04_2021_art_33_normal-gab.xlsx
1997-03-01,5.432851,04_2021_art_33_normal-gab.xlsx
1997-04-01,5.370557,04_2021_art_33_normal-gab.xlsx
1997-05-01,5.339056,04_2021_art_33_normal-gab.xlsx
1997-06-01,5.323087,04_2021_art_33_normal-gab.xlsx
1997-07-01,5.286087,04_2021_art_33_normal-gab.xlsx
1997-08-01,5.281333,04_2021_art_33_normal-gab.xlsx
1997-09-01,5.281333,04_2021_art_33_normal-gab.xlsx
1997-10-01,5.250355,04_2021_art_33_normal-gab.xlsx
1997-11-01,5.232564,04_2021_art_33_normal-gab.xlsx
1997-12-01,5.189489,04_2021_art_33_normal-gab.xlsx
1998-01-01,5.153929,04_2021_art_33_normal-gab.xlsx
1998-02-01,5.108973,04_2021_art_33_normal-gab.xlsx
1998-03-01,5.10795,04_2021_art_33_normal-gab.xlsx
1998-04-01,5.096226,04_2021_art_33_normal-gab.xlsx
1998-05-01,5.096226,04_2021_art_33_normal-gab.xlsx
1998-06-01,5.084534,04_2021_art_33_normal-gab.xlsx
1998-07-01,5.070332,04_2021_art_33_normal-gab.xlsx
1998-08-01,5.070332,04_2021_art_33_normal-gab.xlsx
1998-09-01,5.070332,04_2021_art_33_normal-gab.xlsx
1998-10-01,5.070332,04_2021_art_33_normal-gab.xlsx
1998-11-01,5.070332,04_2021_art_33_normal-gab.xlsx
1998-12-01,5.070332,04_2021_art_33_normal-gab.xlsx
1999-01-01,5.02113,04_2021_art_33_normal-gab.xlsx
1999-02-01,4.96404,04_2021_art_33_normal-gab.xlsx
1999-03-01,4.753009,04_2021_art_33_normal-gab.xlsx
1999-04-01,4.660725,04_2021_art_33_normal-gab.xlsx
1999-05-01,4.659328,04_2021_art_33_normal-gab.xlsx
1999-06-01,4.659328,04_2021_art_33_normal-gab.xlsx
1999-07-01,4.612283,04_2021_art_33_normal-gab.xlsx
1999-08-01,4.540097,04_2021_art_33_normal-gab.xlsx
1999-09-01,4.475206,04_2021_art_33_normal-gab.xlsx
1999-10-01,4.410371,04_2021_art_33_normal-gab.xlsx
1999-11-01,4.328564,04_2021_art_33_normal-gab.xlsx
1999-12-01,4.221751,04_2021_art_33_normal-gab.xlsx
2000-01-01,4.170456,04_2021_art_33_normal-gab.xlsx
2000-02-01,4.128346,04_2021_art_33_normal-gab.xlsx
2000-03-01,4.120519,04_2021_art_33_normal-gab.xlsx
2000-04-01,4.113116,04_2021_art_33_normal-gab.xlsx
2000-05-01,4.107774,04_2021_art_33_normal-gab.xlsx
2000-06-01,4.080433,04_2021_art_33_normal-gab.xlsx
2000-07-01,4.042836,04_2021_art_33_normal-gab.xlsx
2000-08-01,3.953492,04_2021_art_33_normal-gab.xlsx
2000-09-01,3.88282,04_2021_art_33_normal-gab.xlsx
2000-10-01,3.856216,04_2021_art_33_normal-gab.xlsx
2000-11-01,3.841999,04_2021_art_33_normal-gab.xlsx
2000-12-01,3.82707,04_2021_art_33_normal-gab.xlsx
2001-01-01,3.798206,04_2021_art_33_normal-gab.xlsx
2001-02-01,3.779691,04_2021_art_33_normal-gab.xlsx
2001-03-01,3.766878,04_2021_art_33_normal-gab.xlsx
2001-04-01,3.736981,04_2021_art_33_normal-gab.xlsx
2001-05-01,3.695226,04_2021_art_33_normal-gab.xlsx
2001-06-01,3.67904,04_2021_art_33_normal-gab.xlsx
2001-07-01,3.6261,04_2021_art_33_normal-gab.xlsx
2001-08-01,3.568292,04_2021_art_33_normal-gab.xlsx
2001-09-01,3.53646,04_2021_art_33_normal-gab.xlsx
2001-10-01,3.523076,04_2021_art_33_normal-gab.xlsx
2001-11-01,3.472722,04_2021_art_33_normal-gab.xlsx
2001-12-01,3.446524,04_2021_art_33_normal-gab.xlsx
2002-01-01,3.440338,04_2021_art_33_normal-gab.xlsx
2002-02-01,3.433815,04_2021_art_33_normal-gab.xlsx
2002-03-01,3.427641,04_2021_art_33_normal-gab.xlsx
2002-04-01,3.423876,04_2021_art_33_normal-gab.xlsx
2002-05-01,3.400075,04_2021_art_33_normal-gab.xlsx
2002-06-01,3.362749,04_2021_art_33_normal-gab.xlsx
2002-07-01,3.305232,04_2021_art_33_normal-gab.xlsx
2002-08-01,3.238843,04_2021_art_33_normal-gab.xlsx
2002-09-01,3.164167,04_2021_art_33_normal-gab.xlsx
2002-10-01,3.082783,04_2021_art_33_normal-gab.xlsx
2002-11-01,2.958239,04_2021_art_33_normal-gab.xlsx
2002-12-01,2.795008,04_2021_art_33_normal-gab.xlsx
2003-01-01,2.721527,04_2021_art_33_normal-gab.xlsx
2003-02-01,2.663723,04_2021_art_33_normal-gab.xlsx
2003-03-01,2.622036,04_2021_art_33_normal-gab.xlsx
2003-04-01,2.579222,04_2021_art_33_normal-gab.xlsx
2003-05-01,2.568688,04_2021_art_33_normal-gab.xlsx
2003-06-01,2.586014,04_2021_art_33_normal-gab.xlsx
2003-07-01,2.604245,04_2021_art_33_normal-gab.xlsx
2003-08-01,2.609466,04_2021_art_33_normal-gab.xlsx
2003-09-01,2.593382,04_2021_art_33_normal-gab.xlsx
2003-10-01,2.566437,04_2021_art_33_normal-gab.xlsx
2003-11-01,2.555193,04_2021_art_33_normal-gab.xlsx
2003-12-01,2.542988,04_2021_art_33_normal-gab.xlsx
2004-01-01,2.527822,04_2021_art_33_normal-gab.xlsx
2004-02-01,2.507758,04_2021_art_33_normal-gab.xlsx
2004-03-01,2.498017,04_2021_art_33_normal-gab.xlsx
2004-04-01,2.483861,04_2021_art_33_normal-gab.xlsx
2004-05-01,2.473718,04_2021_art_33_normal-gab.xlsx
2004-06-01,2.463858,04_2021_art_33_normal-gab.xlsx
2004-07-01,2.451609,04_2021_art_33_normal-gab.xlsx
2004-08-01,2.433836,04_2021_art_33_normal-gab.xlsx
2004-09-01,2.421726,04_2021_art_33_normal-gab.xlsx
2004-10-01,2.417619,04_2021_art_33_normal-gab.xlsx
2004-11-01,2.413519,04_2021_art_33_normal-gab.xlsx
2004-12-01,2.402942,04_2021_art_33_normal-gab.xlsx
2005-01-01,2.382452,04_2021_art_33_normal-gab.xlsx
2005-02-01,2.36895,04_2021_art_33_normal-gab.xlsx
2005-03-01,2.358572,04_2021_art_33_normal-gab.xlsx
2005-04-01,2.341477,04_2021_art_33_normal-gab.xlsx
2005-05-01,2.320363,04_2021_art_33_normal-gab.xlsx
2005-06-01,2.304233,04_2021_art_33_normal-gab.xlsx
2005-07-01,2.30677,04_2021_art_33_normal-gab.xlsx
2005-08-01,2.306078,04_2021_art_33_normal-gab.xlsx
2005-09-01,2.306078,04_2021_art_33_normal-gab.xlsx
2005-10-01,2.302625,04_2021_art_33_normal-gab.xlsx
2005-11-01,2.289351,04_2021_art_33_normal-gab.xlsx
2005-12-01,2.277049,04_2021_art_33_normal-gab.xlsx
2006-01-01,2.267981,04_2021_art_33_normal-gab.xlsx
2006-02-01,2.259394,04_2021_art_33_normal-gab.xlsx
2006-03-01,2.254211,04_2021_art_33_normal-gab.xlsx
2006-04-01,2.248139,04_2021_art_33_normal-gab.xlsx
2006-05-01,2.245446,04_2021_art_33_normal-gab.xlsx
2006-06-01,2.242532,04_2021_art_33_normal-gab.xlsx
2006-07-01,2.244097,04_2021_art_33_normal-gab.xlsx
